locusId1,locusId2,gene1,gene2,layer,source,subtype,score,interaction_class,validation,zscore,read_ratio,query_gene,polarity,gene_direction
SPD_0933,SPD_0936,SPD_0933,SPD_0936,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.294081727,0.400854242,,,
SPD_0933,SPD_0938,SPD_0933,SPD_0938,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.973016458,0.469552684,,,
SPD_0933,SPD_0939,SPD_0933,SPD_0939,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.052819949,0.697116307,,,
SPD_0933,SPD_0940,SPD_0933,SPD_0940,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.777265841,0.855169931,,,
SPD_0933,SPD_1821,SPD_0933,pbp2A,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.901720516,1.512693306,,,
SPD_0933,SPD_1978,SPD_0933,SPD_1978,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.120767463,1.30994426,,,
SPD_0933,SPD_2002,SPD_0933,dltD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.160350959,2.45581106,,,
SPD_0933,SPD_2003,SPD_0933,dltC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.736130857,3.01516603,,,
SPD_0933,SPD_2004,SPD_0933,dltB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.889873102,2.523541023,,,
SPD_0933,SPD_2005,SPD_0933,dltA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.51472384,2.540243333,,,
SPD_0933,SPD_2007,SPD_0933,SPD_2007,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.418428962,2.258390453,,,
SPD_0933,SPD_2009,SPD_0933,SPD_2009,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.523612945,2.275958341,,,
SPD_0933,SPD_2011,SPD_0933,glpF,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.261749784,2.123639037,,,
SPD_0933,SPD_2013,SPD_0933,glpK,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.514306432,1.730941404,,,
SPD_0933,SPD_2014,SPD_0933,SPD_2014,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.959265329,2.172040662,,,
SPD_0933,SPD_2017,SPD_0933,cbpA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.479329399,1.881332483,,,
SPD_0933,SPD_2019,SPD_0933,SPD_2019,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.266532337,1.805681391,,,
SPD_0933,SPD_2022,SPD_0933,SPD_2022,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.525395186,1.732288577,,,
SPD_0933,SPD_2034,SPD_0933,SPD_2034,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.046179488,0.036989112,,,
SPD_0933,SPD_2058,SPD_0933,SPD_2058,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.204618935,0.346190088,,,
SPD_0933,SPD_2064,SPD_0933,comD,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.348844076,0.510686012,,,
SPD_0934,SPD_0943,SPD_0934,SPD_0943,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.22193528,0.769807634,,,
SPD_0934,SPD_2009,SPD_0934,SPD_2009,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.725467002,3.00343404,,,
SPD_0935,SPD_0936,SPD_0935,SPD_0936,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.671420123,0.038681537,,,
SPD_0935,SPD_0938,SPD_0935,SPD_0938,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.004307811,0.266695838,,,
SPD_0935,SPD_0939,SPD_0935,SPD_0939,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.091742676,0.411434678,,,
SPD_0935,SPD_2005,SPD_0935,dltA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.976865426,2.871401896,,,
SPD_0936,SPD_0938,SPD_0936,SPD_0938,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.882638695,0.249227434,,,
SPD_0936,SPD_0939,SPD_0936,SPD_0939,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.77694037,0.42349498,,,
SPD_0936,SPD_0940,SPD_0936,SPD_0940,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.352697788,0.613961058,,,
SPD_0936,SPD_0943,SPD_0936,SPD_0943,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.961223088,0.750983926,,,
SPD_0936,SPD_1988,SPD_0936,SPD_1988,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.099582577,0.760431198,,,
SPD_0936,SPD_2002,SPD_0936,dltD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.983423446,2.702903059,,,
SPD_0936,SPD_2004,SPD_0936,dltB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.240298325,2.991522345,,,
SPD_0936,SPD_2005,SPD_0936,dltA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.197989868,2.306303193,,,
SPD_0936,SPD_2007,SPD_0936,SPD_2007,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.466797068,2.352738859,,,
SPD_0936,SPD_2009,SPD_0936,SPD_2009,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.617999497,2.014627907,,,
SPD_0936,SPD_2017,SPD_0936,cbpA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.269441147,1.675917514,,,
SPD_0936,SPD_2058,SPD_0936,SPD_2058,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.523052765,0.492547613,,,
SPD_0938,SPD_0939,SPD_0938,SPD_0939,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-14.74412591,0.239138506,,,
SPD_0938,SPD_0940,SPD_0938,SPD_0940,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-12.89868851,0.448948246,,,
SPD_0938,SPD_0941,SPD_0938,SPD_0941,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.798364577,0.598846173,,,
SPD_0938,SPD_0942,SPD_0938,SPD_0942,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.13642506,0.852509177,,,
SPD_0938,SPD_0943,SPD_0938,SPD_0943,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-15.11711106,0.554541326,,,
SPD_0938,SPD_2002,SPD_0938,dltD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.089299427,3.026696085,,,
SPD_0938,SPD_2004,SPD_0938,dltB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.318706618,2.337675276,,,
SPD_0938,SPD_2005,SPD_0938,dltA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.2513859,2.354028561,,,
SPD_0938,SPD_2007,SPD_0938,SPD_2007,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.539249918,2.300100284,,,
SPD_0938,SPD_2009,SPD_0938,SPD_2009,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.690994534,2.024417398,,,
SPD_0938,SPD_2014,SPD_0938,SPD_2014,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.125765278,1.7077704,,,
SPD_0938,SPD_2019,SPD_0938,SPD_2019,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.627546794,1.714456788,,,
SPD_0938,SPD_2058,SPD_0938,SPD_2058,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.816151113,0.442758466,,,
SPD_0938,SPD_2068,SPD_0938,SPD_2068,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.940836258,0.355498779,,,
SPD_0939,SPD_1717,SPD_0939,SPD_1717,genetic_interaction,Dual Tn-seq,medium-only,,negative,Untested,-3.147372622,0.059331371,,,
SPD_0939,SPD_0940,SPD_0939,SPD_0940,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-26.14033801,0.262162299,,,
SPD_0939,SPD_0941,SPD_0939,SPD_0941,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-16.10505324,0.473616275,,,
SPD_0939,SPD_0942,SPD_0939,SPD_0942,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-13.55925334,0.503598862,,,
SPD_0939,SPD_0943,SPD_0939,SPD_0943,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-22.17233043,0.528667424,,,
SPD_0939,SPD_0946,SPD_0939,SPD_0946,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.222692432,0.894274503,,,
SPD_0939,SPD_0947,SPD_0939,SPD_0947,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.59213647,0.834613959,,,
SPD_0939,SPD_0948,SPD_0939,SPD_0948,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.21651596,0.839751903,,,
SPD_0939,SPD_0950,SPD_0939,SPD_0950,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.084717796,0.923025565,,,
SPD_0939,SPD_0982,SPD_0939,SPD_0982,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.123486024,1.429138692,,,
SPD_0939,SPD_1275,SPD_0939,SPD_1275,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.17484342,1.311724401,,,
SPD_0939,SPD_1447,SPD_0939,SPD_1447,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.182112277,1.293735866,,,
SPD_0939,SPD_1876,SPD_0939,SPD_1876,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.245893481,0.792894755,,,
SPD_0939,SPD_1927,SPD_0939,SPD_1927,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.271418126,1.195540444,,,
SPD_0939,SPD_2002,SPD_0939,dltD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,12.97173227,2.595016088,,,
SPD_0939,SPD_2003,SPD_0939,dltC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.23295034,2.960465304,,,
SPD_0939,SPD_2004,SPD_0939,dltB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,13.79653258,2.495443247,,,
SPD_0939,SPD_2005,SPD_0939,dltA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.56151665,2.270306232,,,
SPD_0939,SPD_2007,SPD_0939,SPD_2007,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,15.33364941,2.262041532,,,
SPD_0939,SPD_2009,SPD_0939,SPD_2009,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,12.94945786,2.410911729,,,
SPD_0939,SPD_2011,SPD_0939,glpF,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.051743623,2.023169922,,,
SPD_0939,SPD_2012,SPD_0939,glpO,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.778268542,1.793752174,,,
SPD_0939,SPD_2013,SPD_0939,glpK,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,10.22788786,1.988131471,,,
SPD_0939,SPD_2014,SPD_0939,SPD_2014,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.682832716,1.966322399,,,
SPD_0939,SPD_2017,SPD_0939,cbpA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.730670097,1.58982014,,,
SPD_0939,SPD_2019,SPD_0939,SPD_2019,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.597758477,1.433179007,,,
SPD_0939,SPD_2058,SPD_0939,SPD_2058,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-10.07036569,0.342097948,,,
SPD_0939,SPD_2060,SPD_0939,SPD_2060,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.544936868,0.521600516,,,
SPD_0939,SPD_2064,SPD_0939,comD,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.719268465,0.424878107,,,
SPD_0939,SPD_2068,SPD_0939,SPD_2068,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.230740981,0.417796542,,,
SPD_0939,SPD_2069,SPD_0939,SPD_2069,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.349312107,2.498107271,,,
SPD_0940,SPD_1717,SPD_0940,SPD_1717,genetic_interaction,Dual Tn-seq,medium-only,,negative,Untested,-3.121253604,0.147032499,,,
SPD_0940,SPD_0941,SPD_0940,SPD_0941,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-29.76862865,0.200829814,,,
SPD_0940,SPD_0942,SPD_0940,SPD_0942,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-19.86009558,0.408801773,,,
SPD_0940,SPD_0943,SPD_0940,SPD_0943,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-21.01817557,0.591863141,,,
SPD_0940,SPD_0944,SPD_0940,SPD_0944,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.962930286,0.733307652,,,
SPD_0940,SPD_0945,SPD_0940,SPD_0945,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.792517156,0.854663392,,,
SPD_0940,SPD_0946,SPD_0940,SPD_0946,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.52940211,0.809224663,,,
SPD_0940,SPD_0947,SPD_0940,SPD_0947,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.950749546,0.785428341,,,
SPD_0940,SPD_0948,SPD_0940,SPD_0948,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.75876267,0.869358697,,,
SPD_0940,SPD_0950,SPD_0940,SPD_0950,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.159363723,0.947199007,,,
SPD_0940,SPD_0953,SPD_0940,ppc,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.947618479,1.480060239,,,
SPD_0940,SPD_1060,SPD_0940,lepA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.280326326,1.112590853,,,
SPD_0940,SPD_1121,SPD_0940,SPD_1121,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.312005278,0.895978925,,,
SPD_0940,SPD_1131,SPD_0940,carB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.058342055,1.094838452,,,
SPD_0940,SPD_1252,SPD_0940,SPD_1252,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.389720528,0.837606593,,,
SPD_0940,SPD_1793,SPD_0940,SPD_1793,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.403302514,1.478497821,,,
SPD_0940,SPD_1927,SPD_0940,SPD_1927,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.330529513,1.182362234,,,
SPD_0940,SPD_1952,SPD_0940,SPD_1952,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.278250445,1.34767823,,,
SPD_0940,SPD_1978,SPD_0940,SPD_1978,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.094382421,1.183698385,,,
SPD_0940,SPD_2002,SPD_0940,dltD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,13.69394164,2.448483721,,,
SPD_0940,SPD_2003,SPD_0940,dltC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.740937913,2.675606591,,,
SPD_0940,SPD_2004,SPD_0940,dltB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,15.12099304,2.369012698,,,
SPD_0940,SPD_2005,SPD_0940,dltA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,12.10666576,2.394874806,,,
SPD_0940,SPD_2006,SPD_0940,SPD_2006,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.996696517,2.532322652,,,
SPD_0940,SPD_2007,SPD_0940,SPD_2007,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,18.06507874,2.328212804,,,
SPD_0940,SPD_2009,SPD_0940,SPD_2009,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,16.43110223,2.432562898,,,
SPD_0940,SPD_2011,SPD_0940,glpF,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.523448782,2.086067734,,,
SPD_0940,SPD_2012,SPD_0940,glpO,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.012596186,1.902144689,,,
SPD_0940,SPD_2013,SPD_0940,glpK,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.918074809,1.805698309,,,
SPD_0940,SPD_2014,SPD_0940,SPD_2014,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,12.42009551,2.10265364,,,
SPD_0940,SPD_2016,SPD_0940,SPD_2016,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.650928261,2.355265849,,,
SPD_0940,SPD_2017,SPD_0940,cbpA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.518731121,1.826009639,,,
SPD_0940,SPD_2018,SPD_0940,SPD_2018,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.378843864,1.857913009,,,
SPD_0940,SPD_2019,SPD_0940,SPD_2019,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.562912878,1.696384787,,,
SPD_0940,SPD_2020,SPD_0940,SPD_2020,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.042126839,1.543218314,,,
SPD_0940,SPD_2021,SPD_0940,SPD_2021,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.094048723,1.999151082,,,
SPD_0940,SPD_2033,SPD_0940,yfiA,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.204929433,0.305186231,,,
SPD_0940,SPD_2035,SPD_0940,SPD_2035,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.604523091,0.300045939,,,
SPD_0940,SPD_2036,SPD_0940,SPD_2036,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.457701957,0.385248164,,,
SPD_0940,SPD_2058,SPD_0940,SPD_2058,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-11.00435487,0.51768028,,,
SPD_0940,SPD_2060,SPD_0940,SPD_2060,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.549327735,0.604359282,,,
SPD_0940,SPD_2064,SPD_0940,comD,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.575313732,0.514726995,,,
SPD_0940,SPD_2068,SPD_0940,SPD_2068,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.594585314,0.471259567,,,
SPD_0940,SPD_2069,SPD_0940,SPD_2069,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.664090152,2.40347249,,,
SPD_0941,SPD_0942,SPD_0941,SPD_0942,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-26.67735084,0.124929723,,,
SPD_0941,SPD_0943,SPD_0941,SPD_0943,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-26.61060332,0.462299583,,,
SPD_0941,SPD_0944,SPD_0941,SPD_0944,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.564616756,0.758938745,,,
SPD_0941,SPD_0945,SPD_0941,SPD_0945,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.282491957,0.894857866,,,
SPD_0941,SPD_0946,SPD_0941,SPD_0946,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.563293065,0.883344178,,,
SPD_0941,SPD_0947,SPD_0941,SPD_0947,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.75467455,0.843518238,,,
SPD_0941,SPD_0948,SPD_0941,SPD_0948,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.806873782,0.882222859,,,
SPD_0941,SPD_0950,SPD_0941,SPD_0950,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.683082855,0.971633686,,,
SPD_0941,SPD_0982,SPD_0941,SPD_0982,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.437239254,1.385895907,,,
SPD_0941,SPD_1030,SPD_0941,pyrC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.446752391,1.166155786,,,
SPD_0941,SPD_1631,SPD_0941,SPD_1631,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.299092578,1.481562648,,,
SPD_0941,SPD_1829,SPD_0941,SPD_1829,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.449983367,0.519847271,,,
SPD_0941,SPD_1831,SPD_0941,SPD_1831,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.013331068,1.131825991,,,
SPD_0941,SPD_1876,SPD_0941,SPD_1876,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.148992007,0.709813111,,,
SPD_0941,SPD_1927,SPD_0941,SPD_1927,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.465040874,1.229146265,,,
SPD_0941,SPD_1962,SPD_0941,SPD_1962,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.188253007,0.695087266,,,
SPD_0941,SPD_2002,SPD_0941,dltD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,10.16264292,2.208703128,,,
SPD_0941,SPD_2003,SPD_0941,dltC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.047391721,2.746531407,,,
SPD_0941,SPD_2004,SPD_0941,dltB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,13.8014907,2.44564854,,,
SPD_0941,SPD_2005,SPD_0941,dltA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,10.55251079,2.433186987,,,
SPD_0941,SPD_2007,SPD_0941,SPD_2007,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,14.07827359,2.108532441,,,
SPD_0941,SPD_2009,SPD_0941,SPD_2009,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,12.09486904,2.003494062,,,
SPD_0941,SPD_2011,SPD_0941,glpF,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.703896847,2.043774759,,,
SPD_0941,SPD_2012,SPD_0941,glpO,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.921085479,1.743518923,,,
SPD_0941,SPD_2013,SPD_0941,glpK,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.17112254,1.709477421,,,
SPD_0941,SPD_2014,SPD_0941,SPD_2014,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.08719568,1.951130923,,,
SPD_0941,SPD_2017,SPD_0941,cbpA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.424906158,1.886410381,,,
SPD_0941,SPD_2019,SPD_0941,SPD_2019,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.130253411,1.561229477,,,
SPD_0941,SPD_2033,SPD_0941,yfiA,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.192216515,0.3333189,,,
SPD_0941,SPD_2051,SPD_0941,SPD_2051,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.348135689,0.221756618,,,
SPD_0941,SPD_2058,SPD_0941,SPD_2058,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-10.00665396,0.38206359,,,
SPD_0941,SPD_2060,SPD_0941,SPD_2060,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.68227519,0.48896147,,,
SPD_0941,SPD_2064,SPD_0941,comD,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.911052996,0.513902976,,,
SPD_0941,SPD_2068,SPD_0941,SPD_2068,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.010938064,0.589874305,,,
SPD_0941,SPD_2069,SPD_0941,SPD_2069,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.657127433,2.273833128,,,
SPD_0942,SPD_0943,SPD_0942,SPD_0943,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-31.05408601,0.299890843,,,
SPD_0942,SPD_0944,SPD_0942,SPD_0944,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.753169501,0.606126231,,,
SPD_0942,SPD_0945,SPD_0942,SPD_0945,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.070906616,0.762582249,,,
SPD_0942,SPD_0946,SPD_0942,SPD_0946,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-9.019864746,0.76001877,,,
SPD_0942,SPD_0947,SPD_0942,SPD_0947,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.542009435,0.792494345,,,
SPD_0942,SPD_0948,SPD_0942,SPD_0948,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.372859778,0.83876726,,,
SPD_0942,SPD_0950,SPD_0942,SPD_0950,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.505256753,0.930509897,,,
SPD_0942,SPD_1071,SPD_0942,SPD_1071,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.770509284,1.151117379,,,
SPD_0942,SPD_1876,SPD_0942,SPD_1876,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.137665472,0.779504676,,,
SPD_0942,SPD_1927,SPD_0942,SPD_1927,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.121378988,1.210733323,,,
SPD_0942,SPD_2002,SPD_0942,dltD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,10.2648941,2.399477963,,,
SPD_0942,SPD_2003,SPD_0942,dltC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.070901412,2.422372494,,,
SPD_0942,SPD_2004,SPD_0942,dltB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,11.78309837,2.409599634,,,
SPD_0942,SPD_2005,SPD_0942,dltA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.172860659,2.357791236,,,
SPD_0942,SPD_2006,SPD_0942,SPD_2006,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.115815779,2.838673325,,,
SPD_0942,SPD_2007,SPD_0942,SPD_2007,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,13.03584339,2.111483804,,,
SPD_0942,SPD_2009,SPD_0942,SPD_2009,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,11.44119326,2.108390499,,,
SPD_0942,SPD_2013,SPD_0942,glpK,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.839393262,1.901149104,,,
SPD_0942,SPD_2014,SPD_0942,SPD_2014,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.703711804,1.969071653,,,
SPD_0942,SPD_2016,SPD_0942,SPD_2016,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.509669613,2.080824295,,,
SPD_0942,SPD_2017,SPD_0942,cbpA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.730001953,1.828209288,,,
SPD_0942,SPD_2051,SPD_0942,SPD_2051,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.292350481,0.112715807,,,
SPD_0942,SPD_2058,SPD_0942,SPD_2058,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-9.96297906,0.328225721,,,
