locusId1,locusId2,gene1,gene2,layer,source,subtype,score,interaction_class,validation,zscore,read_ratio,query_gene,polarity,gene_direction
SPD_0001,SPD_0709,dnaA,gyrB,ppi,STRING,PPI,0.718,PPI,Computational,,,,,
SPD_0001,SPD_1739,dnaA,recA,ppi,STRING,PPI,0.738,PPI,Computational,,,,,
SPD_0001,SPD_1759,dnaA,rpoB,ppi,STRING,PPI,0.764,PPI,Computational,,,,,
SPD_0001,SPD_1479,dnaA,ftsZ,ppi,STRING,PPI,0.813,PPI,Computational,,,,,
SPD_0001,SPD_1521,dnaA,dnaI,ppi,STRING,PPI,0.816,PPI,Computational,,,,,
SPD_0001,SPD_2054,dnaA,recF,ppi,STRING,PPI,0.87,PPI,Computational,,,,,
SPD_0001,SPD_0002,dnaA,dnaN,ppi,STRING,PPI,0.999,PPI,Computational,,,,,
SPD_0002,SPD_1042,dnaN,nrdE,ppi,STRING,PPI,0.704,PPI,Computational,,,,,
SPD_0002,SPD_0027,dnaN,dut,ppi,STRING,PPI,0.711,PPI,Computational,,,,,
SPD_0002,SPD_1120,dnaN,topA,ppi,STRING,PPI,0.714,PPI,Computational,,,,,
SPD_0002,SPD_0581,dnaN,thyA,ppi,STRING,PPI,0.717,PPI,Computational,,,,,
SPD_0002,SPD_1521,dnaN,dnaI,ppi,STRING,PPI,0.735,PPI,Computational,,,,,
SPD_0002,SPD_1208,dnaN,aroC,ppi,STRING,PPI,0.812,PPI,Computational,,,,,
SPD_0002,SPD_0709,dnaN,gyrB,ppi,STRING,PPI,0.869,PPI,Computational,,,,,
SPD_0002,SPD_1739,dnaN,recA,ppi,STRING,PPI,0.899,PPI,Computational,,,,,
SPD_0002,SPD_2054,dnaN,recF,ppi,STRING,PPI,0.914,PPI,Computational,,,,,
SPD_0002,SPD_0973,dnaN,pcrA,ppi,STRING,PPI,0.942,PPI,Computational,,,,,
SPD_0002,SPD_0165,dnaN,hexB,ppi,STRING,PPI,0.975,PPI,Computational,,,,,
SPD_0002,SPD_0419,dnaN,dinP,ppi,STRING,PPI,0.988,PPI,Computational,,,,,
SPD_0002,SPD_0254,dnaN,polC,ppi,STRING,PPI,0.989,PPI,Computational,,,,,
SPD_0002,SPD_0788,dnaN,dnaE,ppi,STRING,PPI,0.992,PPI,Computational,,,,,
SPD_0002,SPD_0666,dnaN,holA,ppi,STRING,PPI,0.995,PPI,Computational,,,,,
SPD_0002,SPD_0760,dnaN,dnaX,ppi,STRING,PPI,0.997,PPI,Computational,,,,,
SPD_0002,SPD_0826,dnaN,holB,ppi,STRING,PPI,0.999,PPI,Computational,,,,,
SPD_0004,SPD_0053,SPD_0004,purF,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.303182219,1.833929747,,,
SPD_0004,SPD_0063,SPD_0004,strH,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.005474291,1.294235651,,,
SPD_0004,SPD_0067,SPD_0004,SPD_0067,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.315954995,1.414537193,,,
SPD_0004,SPD_0089,SPD_0004,SPD_0089,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.283556326,1.800201677,,,
SPD_0004,SPD_0231,SPD_0004,SPD_0231,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.001531663,1.439667342,,,
SPD_0004,SPD_0236,SPD_0004,talC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.601750781,1.503941365,,,
SPD_0004,SPD_0558,SPD_0004,prtA,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.372101469,0.503146054,,,
SPD_0004,SPD_0577,SPD_0004,zmpB,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.204796702,0.402371119,,,
SPD_0004,SPD_0604,SPD_0004,SPD_0604,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.038402553,0.493028497,,,
SPD_0004,SPD_0784,SPD_0004,SPD_0784,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.51749919,0.341723149,,,
SPD_0004,SPD_0890,SPD_0004,phtE,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.090097432,0.347427141,,,
SPD_0004,SPD_0932,SPD_0004,SPD_0932,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.539322207,0.415678416,,,
SPD_0004,SPD_0941,SPD_0004,SPD_0941,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.322949229,0.240206007,,,
SPD_0004,SPD_0942,SPD_0004,SPD_0942,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.222299771,0.16727113,,,
SPD_0004,SPD_0943,SPD_0004,SPD_0943,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.081004482,0.51374175,,,
SPD_0004,SPD_0945,SPD_0004,SPD_0945,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.638820295,0.223456968,,,
SPD_0004,SPD_1007,SPD_0004,glgD,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.604075099,0.141366454,,,
SPD_0004,SPD_1018,SPD_0004,iga,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.358440277,0.223993503,,,
SPD_0004,SPD_1071,SPD_0004,SPD_1071,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.736635643,0.44676749,,,
SPD_0004,SPD_1179,SPD_0004,SPD_1179,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.883736737,0.373048625,,,
SPD_0004,SPD_1376,SPD_0004,SPD_1376,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.067418548,0.440642524,,,
SPD_0004,SPD_1749,SPD_0004,SPD_1749,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.738071751,1.331038292,,,
SPD_0004,SPD_1752,SPD_0004,SPD_1752,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.451721027,1.325470251,,,
SPD_0004,SPD_1753,SPD_0004,SPD_1753,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.033566822,1.27558104,,,
SPD_0004,SPD_1789,SPD_0004,SPD_1789,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.260207044,3.16138002,,,
SPD_0004,SPD_1929,SPD_0004,rrmA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.785787593,2.036284273,,,
SPD_0004,SPD_1962,SPD_0004,SPD_1962,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.217681155,1.458890561,,,
SPD_0004,SPD_1965,SPD_0004,pcpA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.104517347,1.503511087,,,
SPD_0004,SPD_1987,SPD_0004,SPD_1987,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.346050855,1.318493656,,,
SPD_0004,SPD_1988,SPD_0004,SPD_1988,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.858118805,1.366504137,,,
SPD_0004,SPD_1995,SPD_0004,fucK,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.855849028,1.422990747,,,
SPD_0004,SPD_2051,SPD_0004,SPD_2051,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.578781981,1.870581721,,,
SPD_0005,SPD_0011,pth,tilS,ppi,STRING,PPI,0.821,PPI,Computational,,,,,
SPD_0005,SPD_0006,pth,mfd,ppi,STRING,PPI,0.91,PPI,Computational,,,,,
SPD_0006,SPD_0028,mfd,SPD_0028,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.149810162,1.270868241,,,
SPD_0006,SPD_0031,mfd,SPD_0031,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.538716898,1.222508114,,,
SPD_0006,SPD_0040,mfd,SPD_0040,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.878391043,1.479291115,,,
SPD_0006,SPD_0041,mfd,araT,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.118834139,1.254286679,,,
SPD_0006,SPD_0050,mfd,comB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.575145111,1.483313818,,,
SPD_0006,SPD_0051,mfd,purC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.758634792,1.593119577,,,
SPD_0006,SPD_0052,mfd,SPD_0052,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,14.09423005,1.571620803,,,
SPD_0006,SPD_0053,mfd,purF,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.310329357,1.503127909,,,
SPD_0006,SPD_0054,mfd,purM,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.544656705,1.528576794,,,
SPD_0006,SPD_0055,mfd,purN,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.514042452,1.570711796,,,
SPD_0006,SPD_0056,mfd,SPD_0056,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.463786392,1.268289704,,,
SPD_0006,SPD_0057,mfd,purH,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.800423974,1.44358114,,,
SPD_0006,SPD_0058,mfd,purD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.81002665,1.409676813,,,
SPD_0006,SPD_0063,mfd,strH,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,12.14353198,1.226209316,,,
SPD_0006,SPD_0064,mfd,SPD_0064,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.85569168,1.296085399,,,
SPD_0006,SPD_0065,mfd,bgaC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.698002877,1.359693862,,,
SPD_0006,SPD_0067,mfd,SPD_0067,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.920956851,1.22966014,,,
SPD_0006,SPD_0068,mfd,SPD_0068,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.384655428,1.257622869,,,
SPD_0006,SPD_0069,mfd,SPD_0069,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.270127372,1.275274223,,,
SPD_0006,SPD_0070,mfd,agaS,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.759721671,1.274187362,,,
SPD_0006,SPD_0071,mfd,galM,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.578415193,1.299286378,,,
SPD_0006,SPD_0082,mfd,SPD_0082,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.479257785,1.242380587,,,
SPD_0006,SPD_0088,mfd,SPD_0088,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.687031105,1.298139102,,,
SPD_0006,SPD_0089,mfd,SPD_0089,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.513775894,1.425137414,,,
SPD_0006,SPD_0090,mfd,SPD_0090,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.424785931,1.190270848,,,
SPD_0006,SPD_0093,mfd,SPD_0093,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.122216912,1.12364737,,,
SPD_0006,SPD_0094,mfd,SPD_0094,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.551501028,1.210012591,,,
SPD_0006,SPD_0095,mfd,SPD_0095,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.143807382,1.39074443,,,
SPD_0006,SPD_0096,mfd,SPD_0096,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.134276983,1.633635369,,,
SPD_0006,SPD_0097,mfd,SPD_0097,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.577473444,1.20144063,,,
SPD_0006,SPD_0101,mfd,SPD_0101,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.393881238,1.434610868,,,
SPD_0006,SPD_0104,mfd,SPD_0104,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.131852134,1.280191149,,,
SPD_0006,SPD_0105,mfd,SPD_0105,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.047389539,1.53430307,,,
SPD_0006,SPD_0107,mfd,SPD_0107,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.201506808,1.176500217,,,
SPD_0006,SPD_0112,mfd,SPD_0112,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.232337032,1.211729615,,,
SPD_0006,SPD_0114,mfd,SPD_0114,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.968792339,1.12897118,,,
SPD_0006,SPD_0115,mfd,SPD_0115,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.906666341,1.139732424,,,
SPD_0006,SPD_0116,mfd,SPD_0116,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.386775029,1.191815622,,,
SPD_0006,SPD_0117,mfd,SPD_0117,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,10.8053675,1.22763863,,,
SPD_0006,SPD_0119,mfd,SPD_0119,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.983599796,1.169374557,,,
SPD_0006,SPD_0120,mfd,SPD_0120,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.482108113,1.226267136,,,
SPD_0006,SPD_0121,mfd,SPD_0121,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.066308706,1.26955299,,,
SPD_0006,SPD_0122,mfd,SPD_0122,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.04084251,1.133036417,,,
SPD_0006,SPD_0124,mfd,SPD_0124,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.139746887,1.08863136,,,
SPD_0006,SPD_0138,mfd,SPD_0138,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.521848716,1.187161965,,,
SPD_0006,SPD_0139,mfd,SPD_0139,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,11.25261295,1.244077496,,,
SPD_0006,SPD_0140,mfd,SPD_0140,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.218560845,1.115474891,,,
SPD_0006,SPD_0141,mfd,SPD_0141,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.937248826,1.121254467,,,
SPD_0006,SPD_0142,mfd,SPD_0142,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.28992599,1.162948943,,,
SPD_0006,SPD_0143,mfd,SPD_0143,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.611199073,1.098290238,,,
SPD_0006,SPD_0146,mfd,SPD_0146,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.646721416,1.26925573,,,
SPD_0006,SPD_0147,mfd,SPD_0147,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.241828717,1.117027043,,,
SPD_0006,SPD_0148,mfd,SPD_0148,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.583878059,1.193630601,,,
SPD_0006,SPD_0152,mfd,SPD_0152,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.255075028,1.058081971,,,
SPD_0006,SPD_0156,mfd,SPD_0156,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.704129623,1.113149604,,,
SPD_0006,SPD_0157,mfd,SPD_0157,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.265860416,1.0530899,,,
SPD_0006,SPD_0159,mfd,SPD_0159,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,6.317942447,1.18260178,,,
SPD_0006,SPD_0161,mfd,SPD_0161,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.715765282,1.170529782,,,
SPD_0006,SPD_0165,mfd,hexB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.790401193,1.089576129,,,
SPD_0006,SPD_0167,mfd,ribB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,9.89768077,1.186380204,,,
SPD_0006,SPD_0168,mfd,ribE,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.373476185,1.048241429,,,
SPD_0006,SPD_0169,mfd,ribD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.783481091,1.103573848,,,
SPD_0006,SPD_0186,mfd,SPD_0186,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.129929334,1.108682576,,,
SPD_0006,SPD_0187,mfd,nrdD,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.600910212,1.496064974,,,
SPD_0006,SPD_0230,mfd,SPD_0230,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.533348659,1.15802617,,,
SPD_0006,SPD_0231,mfd,SPD_0231,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.478585206,1.050644638,,,
SPD_0006,SPD_0234,mfd,SPD_0234,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.048299713,1.086424871,,,
SPD_0006,SPD_0235,mfd,pfl,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,11.82668527,1.071403235,,,
SPD_0006,SPD_0236,mfd,talC,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.70430472,1.1018541,,,
SPD_0006,SPD_0237,mfd,gldA,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.158672428,0.968573133,,,
SPD_0006,SPD_0278,mfd,SPD_0278,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.152208486,1.073614379,,,
SPD_0006,SPD_0280,mfd,SPD_0280,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.498143819,1.070247019,,,
SPD_0006,SPD_0282,mfd,SPD_0282,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.494921647,1.131471955,,,
SPD_0006,SPD_0283,mfd,SPD_0283,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.729446639,1.101209091,,,
SPD_0006,SPD_0285,mfd,SPD_0285,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,8.580742961,1.084047387,,,
SPD_0006,SPD_0287,mfd,SPD_0287,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,7.704536181,1.079403074,,,
SPD_0006,SPD_0300,mfd,SPD_0300,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.600944396,1.060487325,,,
SPD_0006,SPD_0308,mfd,clpL,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.218193291,1.13918277,,,
SPD_0006,SPD_0311,mfd,dexB,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.523383013,1.116294943,,,
SPD_0006,SPD_0319,mfd,cps2E,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,4.904722104,1.572079002,,,
SPD_0006,SPD_0323,mfd,csp2H,genetic_interaction,Dual Tn-seq (strict),strict,,positive,Untested,5.309875151,1.252550599,,,
SPD_0006,SPD_0404,mfd,ilvB,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.136995688,0.493696493,,,
SPD_0006,SPD_0405,mfd,ilvN,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.116757766,0.430265817,,,
SPD_0006,SPD_0425,mfd,SPD_0425,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.804584733,0.688276184,,,
SPD_0006,SPD_0444,mfd,SPD_0444,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.79350443,0.666069395,,,
SPD_0006,SPD_0484,mfd,SPD_0484,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.09153679,0.508164138,,,
SPD_0006,SPD_0493,mfd,SPD_0493,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.41200948,0.485356968,,,
SPD_0006,SPD_0501,mfd,licT,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.492134495,0.662736116,,,
SPD_0006,SPD_0502,mfd,SPD_0502,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.323720493,0.5677001,,,
SPD_0006,SPD_0503,mfd,bglA-2,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.849770578,0.597925739,,,
SPD_0006,SPD_0507,mfd,SPD_0507,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.301630148,0.545064752,,,
SPD_0006,SPD_0518,mfd,SPD_0518,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.305518049,0.494022069,,,
SPD_0006,SPD_0523,mfd,vex3,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.739917767,0.551009182,,,
SPD_0006,SPD_0525,mfd,vncS,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.789118393,0.445753284,,,
SPD_0006,SPD_0527,mfd,SPD_0527,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.482015556,0.553917411,,,
SPD_0006,SPD_0529,mfd,SPD_0529,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.75497926,0.43396037,,,
SPD_0006,SPD_0534,mfd,estA,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.869710377,0.237248941,,,
SPD_0006,SPD_0535,mfd,murM/fibA,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-8.757942716,0.497098706,,,
SPD_0006,SPD_0536,mfd,fibB,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.175970097,0.407356922,,,
SPD_0006,SPD_0546,mfd,brnQ,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.619160894,0.50248471,,,
SPD_0006,SPD_0558,mfd,prtA,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-15.38910305,0.519427333,,,
SPD_0006,SPD_0569,mfd,SPD_0569,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.366880407,0.621155291,,,
SPD_0006,SPD_0573,mfd,msrAB2,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.092528995,0.471859316,,,
SPD_0006,SPD_0577,mfd,zmpB,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-11.74097879,0.47381899,,,
SPD_0006,SPD_0578,mfd,pabB,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.182607938,0.51287621,,,
SPD_0006,SPD_0579,mfd,SPD_0579,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.238684247,0.535300405,,,
SPD_0006,SPD_0584,mfd,hflX,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.171104449,0.475647847,,,
SPD_0006,SPD_0594,mfd,SPD_0594,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.504445404,0.304047314,,,
SPD_0006,SPD_0596,mfd,SPD_0596,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.915925251,0.565910267,,,
SPD_0006,SPD_0603,mfd,SPD_0603,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.747890595,0.519396985,,,
SPD_0006,SPD_0604,mfd,SPD_0604,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-13.60975582,0.475523602,,,
SPD_0006,SPD_0611,mfd,SPD_0611,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.243221396,0.503028216,,,
SPD_0006,SPD_0612,mfd,SPD_0612,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-9.402310276,0.476549063,,,
SPD_0006,SPD_0613,mfd,SPD_0613,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.084500225,0.496937258,,,
SPD_0006,SPD_0614,mfd,SPD_0614,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.133792147,0.528212719,,,
SPD_0006,SPD_0621,mfd,lctO,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.957496888,0.357130478,,,
SPD_0006,SPD_0622,mfd,SPD_0622,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.124693019,0.29047566,,,
SPD_0006,SPD_0623,mfd,thiM,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-8.062875357,0.378003353,,,
SPD_0006,SPD_0624,mfd,thiE-1,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.764435171,0.513133158,,,
SPD_0006,SPD_0625,mfd,SPD_0625,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.378866798,0.298426724,,,
SPD_0006,SPD_0626,mfd,SPD_0626,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.001659658,0.503497309,,,
SPD_0006,SPD_0627,mfd,SPD_0627,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.093879844,0.480268818,,,
SPD_0006,SPD_0628,mfd,tenA,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.641104562,0.491814495,,,
SPD_0006,SPD_0629,mfd,thiW,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.657152207,0.375595398,,,
SPD_0006,SPD_0635,mfd,SPD_0635,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-6.229107054,0.500832665,,,
SPD_0006,SPD_0641,mfd,manA,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.38028658,0.301597429,,,
SPD_0006,SPD_0642,mfd,SPD_0642,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.404855606,0.396445659,,,
SPD_0006,SPD_0646,mfd,SPD_0646,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.125206099,0.307629437,,,
SPD_0006,SPD_0652,mfd,livJ,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.764488163,0.499120682,,,
SPD_0006,SPD_0653,mfd,livH,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.520570217,0.434968889,,,
SPD_0006,SPD_0661,mfd,exp5,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-9.298717075,0.399983702,,,
SPD_0006,SPD_0662,mfd,SPD_0662,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.905273232,0.409011543,,,
SPD_0006,SPD_0665,mfd,pyrDa,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.502274032,0.369108574,,,
SPD_0006,SPD_0669,mfd,SPD_0669,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.257006626,0.417575007,,,
SPD_0006,SPD_0671,mfd,SPD_0671,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.101014088,0.480076765,,,
SPD_0006,SPD_0672,mfd,SPD_0672,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.473615113,0.4403221,,,
SPD_0006,SPD_0685,mfd,gor,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.278996149,0.412342296,,,
SPD_0006,SPD_0686,mfd,SPD_0686,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.321126737,0.506389125,,,
SPD_0006,SPD_0692,mfd,SPD_0692,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.233761011,0.486352939,,,
SPD_0006,SPD_0693,mfd,SPD_0693,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-5.875586249,0.504016521,,,
SPD_0006,SPD_0697,mfd,SPD_0697,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-4.867165323,0.493754203,,,
SPD_0006,SPD_0698,mfd,SPD_0698,genetic_interaction,Dual Tn-seq (strict),strict,,negative,Untested,-7.383227513,0.429575312,,,
